Plate,Summons Number,Issue Date,Violation Time,Violation,Judgment Entry Date,Fine Amount,Payment Amount,Amount Due,Violation Status
69065ME,5128397233,06/23/2023,10:55A,FAILURE TO STOP AT RED LIGHT,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,5128715991,07/12/2023,11:07A,FAILURE TO STOP AT RED LIGHT,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9029133478,02/02/2023,01:36P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8854897280,08/15/2022,11:19A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9015470571,11/21/2022,11:59A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9016842081,11/14/2022,11:11A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9017175096,11/08/2022,09:40A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,9030032716,02/03/2023,10:16A,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9018973828,11/23/2022,09:21A,FAIL TO DSPLY MUNI METER RECPT,,35.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9019900638,11/23/2022,02:01P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9030751216,01/26/2023,01:15P,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,9030751228,01/26/2023,01:16P,NO STANDING-EXC. AUTH. VEHICLE,,95.00,80.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8569546841,02/08/2023,10:52A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8990398757,10/10/2022,05:19P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8885172910,08/29/2022,12:33P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8982340063,10/05/2023,12:42P,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,8844061491,03/24/2023,10:10A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8894760625,09/13/2022,01:20P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8912868858,10/12/2022,02:58P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8914334594,10/17/2022,09:54A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8582199612,02/10/2023,11:46A,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8898847786,08/24/2022,01:48P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9003686087,10/03/2022,02:29P,EXPIRED MUNI METER,,65.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,9004009668,10/11/2022,02:00P,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8918229872,01/10/2023,11:22A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9006097937,10/19/2022,01:23P,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,9006524750,10/26/2022,10:33A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,8913945605,08/18/2022,10:40A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8914369407,08/16/2022,12:35P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8914429477,08/15/2022,01:01P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8914431393,08/26/2022,12:59P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48660JW,8914832259,09/26/2022,11:35A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8915989399,08/17/2022,01:58P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9007500041,10/02/2022,02:07P,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9007962530,10/03/2022,01:41P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9008364359,10/12/2022,01:06P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9087805135,10/27/2023,12:29P,FAIL TO DSPLY MUNI METER RECPT,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,9009073580,10/10/2022,10:41A,DOUBLE PARKING,,115.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9009212385,10/06/2022,12:15P,FAIL TO DSPLY MUNI METER RECPT,,35.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9009434813,10/17/2022,02:10P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,9009598858,09/30/2022,11:34A,FIRE HYDRANT,,115.00,125.00,0.00,
69065ME,9010421661,10/05/2022,11:01A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9010473880,10/18/2022,10:42A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9010474010,10/18/2022,01:57P,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9010649805,10/17/2022,10:37A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,9010650091,10/06/2022,02:00P,FAIL TO DISP. MUNI METER RECPT,,65.00,75.00,0.00,
71860JT,9010860838,10/10/2022,09:54A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9011001333,10/10/2022,01:40P,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9011171251,10/20/2022,10:10A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9011398671,10/14/2022,10:32A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,9011398890,10/14/2022,03:35P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,9088317938,11/09/2023,10:03A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,9011888339,10/18/2022,12:01P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,9012262239,10/20/2022,10:36A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9012296160,10/24/2022,11:33A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9012727893,10/21/2022,04:09P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,9012857235,10/26/2022,11:15A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9012864422,10/24/2022,09:25A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,9033116212,02/07/2023,12:42P,FIRE HYDRANT,,115.00,125.00,0.00,
57273MD,9013201076,10/24/2022,12:43P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9013625459,10/21/2022,09:43A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9013988301,10/28/2022,10:03A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,9014000698,10/20/2022,11:17A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9014524067,10/31/2022,12:39P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,9014921822,10/27/2022,10:14A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8954146181,08/15/2022,12:27P,REG. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8954822174,08/26/2022,11:33A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9015351788,10/27/2022,12:47P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9015431048,10/28/2022,11:21A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
14620JZ,8957693877,08/22/2022,10:15A,REG. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,5123879031,10/17/2022,03:52P,FAILURE TO STOP AT RED LIGHT,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,5124068905,10/24/2022,04:08P,FAILURE TO STOP AT RED LIGHT,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8810948361,10/05/2022,03:08P,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,1487616594,01/31/2023,10:31A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8891942819,10/03/2022,10:28A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8949360718,10/14/2022,10:17A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9010649209,10/14/2022,02:50P,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9010734171,10/06/2022,10:49A,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9011396248,10/06/2022,10:50A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9012735579,10/12/2022,10:05A,NO PARKING-EXC. HOTEL LOADING,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9013410340,10/18/2022,10:07A,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,9043228497,04/11/2023,11:17A,DOUBLE PARKING,,115.00,125.00,0.00,
48660JW,4028792277,02/09/2023,04:20P,BUS LANE VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8898234867,04/10/2023,10:19A,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,9044463299,05/04/2023,07:46A,DOUBLE PARKING,,115.00,80.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,8500785287,07/19/2023,01:36P,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8903998595,04/01/2023,01:55P,FAIL TO DSPLY MUNI METER RECPT,,35.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,5604109733,04/11/2024,02:16P,NO STANDING-SNOW EMERGENCY,,100.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
45450MG,5603717014,02/07/2024,08:58A,NO STANDING-SNOW EMERGENCY,,50.00,75.00,0.00,
71860JT,9000178496,08/24/2022,10:32A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,8569099150,08/24/2022,12:13P,EXPIRED MUNI METER,,65.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,8569297956,08/13/2022,01:44P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9006799440,10/17/2022,01:47P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,9002194961,08/15/2022,01:57P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,9003208220,08/18/2022,10:41A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,9007964513,10/14/2022,01:35P,FAIL TO DSPLY MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9003392262,08/25/2022,09:31P,NGHT PKG ON RESID STR-COMM VEH,,65.00,30.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,9003479630,08/22/2022,11:38A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,9003479641,08/22/2022,11:40A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9003657920,08/18/2022,02:41P,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,9008149321,10/04/2022,01:58P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,8581661830,08/30/2022,10:21A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,9008377767,09/27/2022,02:14P,FAIL TO DSPLY MUNI METER RECPT,,35.00,45.00,0.00,
57273MD,9004096681,08/23/2022,09:42A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9047174859,05/03/2023,10:44A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,9004258395,08/18/2022,03:22P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,9004384017,08/27/2022,11:49A,EXPIRED MUNI METER,,65.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9004396809,08/18/2022,12:17P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9004396822,08/18/2022,01:46P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9004396974,08/19/2022,10:22A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9004600140,08/12/2022,12:59P,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,9004901206,08/15/2022,12:16P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9005211994,08/30/2022,12:33P,EXPIRED MUNI MTR-COMM MTR ZN,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
57273MD,9009469736,10/13/2022,02:22P,NO STANDING-EXC. AUTH. VEHICLE,,95.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,9006520214,09/14/2022,11:18A,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,9047542551,04/28/2023,01:01P,DOUBLE PARKING,,115.00,80.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,9010263253,10/06/2022,12:23P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9010724554,10/13/2022,11:13A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,9008116613,09/14/2022,08:20A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9011397071,10/10/2022,09:19A,FAIL TO DISP. MUNI METER RECPT,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8895038370,06/12/2023,10:14A,NO PARKING-DAY/TIME LIMITS,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9011863367,10/14/2022,01:04P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8815686447,03/06/2023,12:14P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9012261648,10/18/2022,11:19A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9048085731,04/21/2023,09:24A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,9048137846,05/01/2023,10:27A,NO PARKING-STREET CLEANING,,65.00,75.00,0.00,
91731JA,9012915314,10/10/2022,09:53A,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,9049117946,05/02/2023,01:39P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,9049147951,05/02/2023,08:34A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9049322013,04/27/2023,12:57P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8861736531,02/15/2023,01:55P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,5604015842,03/28/2024,03:14P,MOBILE BUS LANE VIOLATION,,200.00,200.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,9050822733,05/05/2023,09:46A,NO PARKING-STREET CLEANING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
67300JV,9050822745,05/05/2023,09:48A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,9050945636,04/29/2023,11:34A,NO STANDING-DAY/TIME LIMITS,,115.00,90.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,8905925881,02/07/2023,01:24P,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9052876150,05/09/2023,02:50P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,2011313958,05/16/2023,09:36A,NO PARKING-STREET CLEANING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,8946245694,03/06/2023,01:01P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8956142063,07/12/2023,12:08P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28440JU,8956142075,07/12/2023,12:10P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8949382880,02/03/2023,01:32P,FRONT OR BACK PLATE MISSING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8954839563,02/23/2023,09:54A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9019269975,12/06/2022,10:18A,INSP. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,8805228679,11/29/2022,08:35A,FAIL TO DSPLY MUNI METER RECPT,,35.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,9022611802,12/08/2022,10:52A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
98853JZ,9025109780,01/10/2023,11:22A,FIRE HYDRANT,,115.00,115.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,9026855333,01/04/2023,02:22P,EXPIRED MUNI METER,,65.00,35.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9027620829,01/05/2023,02:59P,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9027620830,01/05/2023,03:00P,INSP. STICKER-EXPIRED/MISSING,,65.00,60.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9049302518,06/09/2023,01:57P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8881381230,11/17/2022,09:50A,NO PARKING-STREET CLEANING,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9051122901,05/30/2023,10:37A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9051394550,05/22/2023,01:03P,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9052556908,05/17/2023,03:00P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8897521964,11/22/2022,01:04P,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,8895048738,08/16/2023,01:23P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8903978468,10/25/2022,02:45P,DOUBLE PARKING,,115.00,145.00,0.00,
28426JU,9054018574,06/20/2023,12:02P,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9054026315,05/31/2023,09:36A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,9054748345,05/31/2023,09:57A,NO PARKING-DAY/TIME LIMITS,,60.00,70.00,0.00,
19227MC,8870794751,12/20/2022,01:24P,NO STOPPING-DAY/TIME LIMITS,,115.00,145.00,0.00,
19227MC,8870796140,12/29/2022,12:30P,FAIL TO DSPLY MUNI METER RECPT,,65.00,95.00,0.00,
41748MH,8990825600,02/16/2023,10:25A,NO PARKING-STREET CLEANING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,9008674440,07/13/2023,02:33P,FAIL TO DISP. MUNI METER RECPT,,65.00,75.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8894769010,01/25/2023,01:01P,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,9034130400,02/10/2023,10:25A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
11101JC,9017099185,04/10/2023,11:12A,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
86838JT,9057887186,06/12/2023,11:44A,NO PARKING-STREET CLEANING,,65.00,65.00,0.00,HEARING HELD-GUILTY REDUCTION
48549JW,8908881475,02/06/2023,01:03P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
41748MH,8913742482,01/19/2023,10:18A,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
91731JA,8913397511,09/21/2023,10:22A,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
22409MB,8860598175,08/08/2022,09:41A,INSP. STICKER-EXPIRED/MISSING,,65.00,95.00,0.00,
22409MB,8860598163,08/08/2022,09:40A,NO PARKING-DAY/TIME LIMITS,,65.00,75.00,0.00,
19563MH,8898018861,05/11/2023,12:45P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
19563MH,8898675008,05/09/2023,01:18P,FAIL TO DISP. MUNI METER RECPT,,65.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9059146116,06/09/2023,10:23A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9059151379,06/05/2023,12:53P,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
69065ME,8955215927,01/27/2023,01:10P,DOUBLE PARKING,,115.00,80.00,0.00,HEARING HELD-GUILTY REDUCTION
64999JV,8955218370,02/06/2023,09:33A,FAIL TO DSPLY MUNI METER RECPT,,65.00,45.00,0.00,HEARING HELD-GUILTY REDUCTION
71860JT,9060526521,06/20/2023,11:49A,DOUBLE PARKING,,115.00,80.00,0.00,HEARING HELD-GUILTY REDUCTION
13894JU,9032296930,03/22/2023,12:14P,NO PARKING-DAY/TIME LIMITS,,60.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
71878JT,9060815282,06/08/2023,09:46A,DOUBLE PARKING-MIDTOWN COMML,,115.00,100.00,0.00,HEARING HELD-GUILTY REDUCTION
13743JK,4874283263,11/25/2023,11:56A,PHTO SCHOOL ZN SPEED VIOLATION,,50.00,50.00,0.00,HEARING HELD-GUILTY REDUCTION
28426JU,8943522174,04/26/2023,10:09A,NO PARKING-DAY/TIME LIMITS,,65.00,25.00,0.00,HEARING HELD-GUILTY REDUCTION
19227MC,8885093530,07/05/2022,10:25A,FAIL TO DSPLY MUNI METER RECPT,,65.00,95.00,0.00,
22409MB,8895719542,08/08/2022,02:38P,INSP. STICKER-EXPIRED/MISSING,,65.00,95.00,0.00,
GRU5328,8888848277,04/26/2022,08:41A,NO PARKING-STREET CLEANING,08/11/2022,65.00,125.94,0.00,
19227MC,8899235958,08/03/2022,12:39P,NO STANDING-DAY/TIME LIMITS,11/17/2022,115.00,175.00,0.00,
69065ME,8954152960,10/10/2023,11:24A,NO STANDING-EXC. AUTH. VEHICLE,,95.00,80.00,0.00,HEARING HELD-GUILTY REDUCTION
84067JW,8954498310,10/17/2023,08:37A,NO PARKING-STREET CLEANING,,65.00,40.00,0.00,HEARING HELD-GUILTY REDUCTION
